vin,display_color,year,make,model,price,mileage,city,condition,dealer_name,state,trim,body_style
3TMCZ5AN7MM372304,White,2021,Toyota,Tacoma,"$49,999","4,037 Miles",Marysville,used,Northwest Motorsport - Marysville,WA,TRD Sport,truck
5FNRL6H83NB039279,Black,2022,Honda,Odyssey,"$44,225",New,Highlands Ranch,new,Schomp Honda,CO,Touring,minivan
5XXGT4L33JG231607,"Silver,sparkling",2018,Kia,Optima,"$16,898","64,807 Miles",Riverside,used,Hertz Car Sales Riverside,CA,LX,sedan
JA4APUAU5MU030189,Gray,2021,Mitsubishi,Outlander Sport,"$25,525",New,Trooper,new,CarVision Mitsubishi,PA,LE,crossover
SALVD2SX9JH305010,White,2018,Land Rover,Range Rover Evoque,"$40,900","36,999 Miles",Lehi,certified pre-owned,Land Rover Centerville,UT,HSE Dynamic,suv
2C3CDZAG1HH548974,Pitch Black Clearcoat,2017,Dodge,Challenger,"$23,899","54,805 Miles",Montebello,used,LA Auto Exchange,CA,SXT,coupe
5FNYF6H54HB003436,Black,2017,Honda,Pilot,"$25,583","84,524 Miles",League City,used,Clear Lake Nissan,TX,EX-L,suv
2HGFC4B54HH308671,Silver,2017,Honda,Civic,"$19,998","50,216 Miles",Lynchburg,used,CarMax Lynchburg - Now offering Curbside Pickup,VA,LX,coupe
4S4BSANC4H3327731,Tungsten Metallic,2017,Subaru,Outback,"$27,995","42,994 Miles",Bloomfield,used,Lynnes Auto Group,NJ,2.5i Limited,crossover
1GYS3BKJ3HR171960,Crystal White Tricoat,2017,Cadillac,Escalade,"$50,997","41,975 Miles",Margate,used,Florida Fine Cars - Margate,FL,Luxury,suv
1FA6P8TH0K5194367,Race Red,2019,Ford,Mustang,"$31,499","13,118 Miles",Stafford,used,Texas Direct Auto,TX,EcoBoost Premium,coupe
5FPYK3F7XKB016625,Red,2019,Honda,Ridgeline,"$39,977","28,425 Miles",Portage,used,Castle Subaru,IN,RTL-E,truck
KMHC75LD4LU189829,Summit Gray Pearl,2020,Hyundai,Ioniq Plug-in Hybrid,"$24,800","10,686 Miles",Baltimore,used,Heritage Toyota Catonsville,MD,SEL,hatchback
5TDZRKEC9MS070031,Celestial Silver,2021,Toyota,Sienna,"$49,850",New,Phoenix,new,Camelback Toyota,AZ,Limited 7-Passenger,minivan
5YFBURHE8JP794836,Black Sand Pearl,2018,Toyota,Corolla,"$15,899","53,214 Miles",Colton,used,IE Auto Exchange,CA,LE,sedan
3GCUKREC7JG414487,Black,2018,Chevrolet,Silverado 1500,"$39,987","53,210 Miles",Arlington,used,Classic Buick GMC Arlington,TX,LT,truck
1V2RR2CAXMC522439,White,2021,Volkswagen,Atlas,"$44,499","15,849 Miles",Stafford,used,Texas Direct Auto,TX,V6 SE R-Line 4Motion,suv
1FMJU1JT6HEA11120,White Platinum Metallic Tri-Coat,2017,Ford,Expedition,"$29,989","131,091 Miles",Madison,used,Smart Chevrolet,NC,King Ranch,suv
JF1VA2N64J9804025,Dark Gray Metallic,2018,Subaru,WRX,"$32,499","24,958 Miles",Stafford,used,Texas Direct Auto,TX,STI,sedan
3C3CFFJH5DT689761,Nero (Black),2013,FIAT,500c,"$12,999","71,031 Miles",Santa Ana,used,California Motors Direct1,CA,Abarth,convertible
WAUHGAFC9GN092564,Black,2016,Audi,A6,"$27,950","68,687 Miles",Commerce,used,Shift LA - Test Drives Delivered to You,CA,3.0T quattro Prestige,sedan
4T1BK1EB6JU283125,Silver,2018,Toyota,Avalon,"$24,998","52,137 Miles",Cincinnati,used,CarMax Cincinnati - Now offering Curbside Pickup,OH,XLE,sedan
1FMZK02147GA10406,Blue,2007,Ford,Freestyle,"$4,000","179,020 Miles",Kokomo,used,"TruWorth Auto - Kokomo, IN",IN,SEL,crossover
1G1FA1RS2J0161445,Hyper Blue Metallic,2018,Chevrolet,Camaro,"$23,499","38,069 Miles",Stafford,used,Texas Direct Auto,TX,LS,coupe
WBA4J1C51JBG75695,Snapper Rocks Blue Metallic,2018,BMW,4 Series,"$30,699","31,638 Miles",Miami,used,Florida Fine Cars Miami,FL,430i Gran Coupe,sedan
2C4RC1FG5JR357805,Silver,2018,Chrysler,Pacifica,"$26,364","45,892 Miles",Webster,used,Clear Lake Chrysler Jeep Dodge Ram,TX,Touring Plus,minivan
W1N0G8EB0MV296286,Polar White,2021,Mercedes-Benz,GLC,"$48,160",,Silver Spring,used,Mercedes-Benz of Silver Spring,MD,GLC 300 4MATIC,suv
2HGFE2F22NH517742,Blue,2022,Honda,Civic,"$22,715",New,Culver City,new,Culver City Honda,CA,LX,sedan
5YJSA1E29GF170679,Red Multi-Coat,2016,Tesla,Model S,"$49,899","44,403 Miles",Norco,used,Corona Motors Direct,CA,75D,sedan
4T1G11AK8MU562417,White,2021,Toyota,Camry,"$30,998","10,750 Miles",Columbia,used,CarMax Columbia - Now offering Curbside Pickup,SC,SE,sedan
1FTEW1CM2CFB28962,Red,2012,Ford,F-150,"$25,998","85,462 Miles",Tulsa,used,CarMax Tulsa - Now offering Curbside Pickup,OK,XLT,truck
KM8J33A41LU259944,White Cream,2020,Hyundai,Tucson,"$24,575","10,981 Miles",Phoenix,used,Chapman Hyundai/Mazda,AZ,Value,suv
JA4AP3AU4KU015447,Silver,2019,Mitsubishi,Outlander Sport,"$15,621","79,763 Miles",Saint George,used,St. George Auto Gallery,UT,ES,crossover
1C6RR6FTXHS825763,Flame Red Clearcoat,2017,Ram,Pickup 1500,"$22,899","101,189 Miles",Margate,used,Florida Fine Cars - Margate,FL,Express,truck
1C4RJKBG4M8101768,White,2021,Jeep,Grand Cherokee L,"$49,376",New,Webster,new,Clear Lake Chrysler Jeep Dodge Ram,TX,Limited,suv
WDCTG4GB4FJ115933,Silver,2015,Mercedes-Benz,GLA,"$24,950","23,568 Miles",Commerce,used,Shift LA - Test Drives Delivered to You,CA,GLA 250 4MATIC,suv
2G1105S3XK9140325,Silver,2019,Chevrolet,Impala,"$22,550","64,282 Miles",Lake In The Hills,used,Hertz Car Sales Crystal Lake,IL,Premier,sedan
JN8AS1MW7AM852363,Liquid Platinum Metallic,2010,Infiniti,FX35,"$12,983","141,679 Miles",Arlington Heights,used,Arlington Heights Buick GMC,IL,Base,suv
3KPC24A68LE119492,Frost White Pearl,2020,Hyundai,Accent,"$19,000","19,316 Miles",Chesapeake,used,Hall Hyundai Chesapeake,VA,SE,sedan
1V21E2CA5LC225294,Pure Gray,2020,Volkswagen,Atlas Cross Sport,"$40,600","9,809 Miles",Wilkes Barre,used,MotorWorld Pre-Owned,PA,V6 SE 4Motion,suv
4T1BK1EB3DU071092,Blizzard Pearl,2013,Toyota,Avalon,"$16,836","82,715 Miles",Peoria,used,Peoria Nissan,AZ,XLE Premium,sedan
5XYPGDA55LG647889,Ebony Black,2020,Kia,Sorento,"$24,135","65,540 Miles",San Antonio,used,Hertz Car Sales San Antonio North East,TX,LX V6,suv
SALCR2RX5JH755011,Fuji White,2018,Land Rover,Discovery Sport,"$33,499","32,008 Miles",Montebello,used,LA Auto Exchange,CA,HSE,suv
JM3KE4DY5G0710451,Crystal White Pearl Mica,2016,Mazda,CX-5,"$22,208","51,828 Miles",Watertown,used,Lexus of Watertown,MA,Grand Touring,suv
JF1VA1A65J9802722,Ice Silver Metallic,2018,Subaru,WRX,"$26,499","36,610 Miles",Montclair,used,IE Motors Direct,CA,Base,sedan
1G1YY3D7XK5100660,Sebring Orange Tintcoat,2019,Chevrolet,Corvette,"$59,999","50,536 Miles",Stafford,used,Texas Direct Auto,TX,Grand Sport,convertible
1HGCV1F38LA022317,San Marino Red,2020,Honda,Accord,"$25,874","4,536 Miles",Delray Beach,used,Delray Honda,FL,Sport,sedan
1C4RJEBG0HC828877,Diamond Black,2017,Jeep,Grand Cherokee,"$28,498","76,654 Miles",Slidell,used,Lakeshore Chrysler Jeep Dodge Ram,LA,Limited,suv
5N1DL0MN7LC532875,Graphite Shadow,2020,Infiniti,QX60,"$31,998","45,735 Miles",Warr Acres,used,Hertz Car Sales Oklahoma City,OK,Pure,suv
1GKS2BKCXKR159956,"White,summit",2019,GMC,Yukon,"$47,900","58,677 Miles",Orlando,used,Hertz Car Sales Orlando,FL,SLT,suv
3VWM17AU0KM521337,White,2019,Volkswagen,Golf Alltrack,"$27,898","28,889 Miles",Lehi,used,Porsche Lehi and Audi Lehi,UT,TSI SE 4Motion,wagon
1C6RR7MT7FS762918,Black,2015,Ram,Pickup 1500,"$42,999","36,504 Miles",Spokane Valley,used,Northwest Motorsport - Spokane,WA,Sport,truck
1FT8W3BT3HEE10218,White,2017,Ford,F-350 Super Duty,"$66,999","115,428 Miles",Puyallup,used,Northwest Motorsport - Puyallup,WA,Platinum,truck
JN1EV7AR0JM434770,Blue,2018,Infiniti,Q50,"$32,998","23,233 Miles",East Haven,used,CarMax East Haven - Now offering Curbside Pickup and Home Delivery,CT,3.0T Sport,sedan
3VWD07AJ6EM430635,Reflex Silver Metallic,2014,Volkswagen,Jetta,"$12,999","98,677 Miles",Stafford,used,Texas Direct Auto,TX,SE,sedan
WDDNG9EB4DA514858,Black,2013,Mercedes-Benz,S-Class,"$24,900","99,396 Miles",Jersey City,used,Axis Motorcars,NJ,S 550 4MATIC,sedan
SJKCH5CR8HA015846,Brown,2017,Infiniti,QX30,"$24,998","50,756 Miles",South Jordan,used,CarMax Salt Lake (South Jordan) - Now offering Curbside Pickup,UT,Premium,crossover
JTEBU5JR3J5537372,Black,2018,Toyota,4Runner,"$38,499","49,864 Miles",Stafford,used,Texas Direct Auto,TX,SR5,suv
1FA6P8CF0K5194318,Ruby Red Metallic Tinted Clearcoat,2019,Ford,Mustang,"$37,999","6,634 Miles",Stafford,used,Texas Direct Auto,TX,GT Premium,coupe
3GKALTEV9KL207580,Smokey Quartz Metallic,2019,GMC,Terrain,"$26,402","23,341 Miles",American Fork,used,Ken Garff Ford American Fork,UT,SLE,suv
2C3CDXBG0KH643651,White Knuckle Clearcoat,2019,Dodge,Charger,"$25,284","56,874 Miles",Florissant,used,Hertz Car Sales St. Louis,MO,SXT,sedan
WA1L2AFP5GA003055,Gray,2016,Audi,Q5,"$26,998","72,881 Miles",Schaumburg,used,CarMax Schaumburg - Now offering Curbside Pickup,IL,2.0T quattro Premium Plus,suv
1C4PJLCB5GW374301,Bright White Clearcoat,2016,Jeep,Cherokee,"$15,197","90,294 Miles",Columbus,used,Lindsay Buick GMC,OH,Latitude,suv
1FTEW1EG7HFC16291,Shadow Black,2017,Ford,F-150,"$45,999","54,731 Miles",Margate,used,Florida Fine Cars - Margate,FL,Limited,truck
JTDAAAAA6MA002737,Gray,2021,Toyota,Mirai,"$52,504",New,Mission Hills,new,Hamer Toyota,CA,XLE,sedan
1C4BJWDG5JL900957,Tan,2018,Jeep,Wrangler Unlimited,"$35,998","23,248 Miles",Virginia Beach,used,CarMax Virginia Beach - Now offering Curbside Pickup and Home Delivery,VA,Sport,suv
1FTEW1EPXJKE53998,Black,2018,Ford,F-150,"$44,999","38,450 Miles",Missoula,used,Northwest Motorsport - Missoula,MT,XLT,truck
3GCPYFED5KG287565,Black,2019,Chevrolet,Silverado 1500,"$59,999","15,829 Miles",Spokane Valley,used,Northwest Motorsport - Spokane,WA,LT Trail Boss,truck
KMHL14JA0MA151232,Portofino Gray,2021,Hyundai,Sonata,"$29,394",New,Sanford,new,Headquarter Hyundai,FL,SEL,sedan
KMHTC6AD2GU252503,Red,2016,Hyundai,Veloster,"$17,998","27,309 Miles",Fort Myers,used,CarMax Ft. Myers - Now offering Curbside Pickup and Home Delivery,FL,Base,coupe
5N1AZ2CJ4MC131166,KBY Boulder GR,2021,Nissan,Murano,"$42,505",New,Peoria,new,Peoria Nissan,AZ,SL,suv
4T1BF1FK3GU561894,Cosmic Gray Mica,2016,Toyota,Camry,"$14,520","82,015 Miles",Tampa,used,Toyota of Tampa Bay,FL,SE,sedan
WDDWF8DB2LR563351,White,2020,Mercedes-Benz,C-Class,"$36,990","31,816 Miles",Plano,used,Autos of Dallas,TX,C 300,sedan
3FADP4EJ1KM128002,Black,2019,Ford,Fiesta,"$12,748","62,142 Miles",Portland,used,Hertz Car Sales Portland,OR,SE,hatchback
5N1AT2MV5JC752317,Pearl White,2018,Nissan,Rogue,"$21,647","38,807 Miles",Peoria,certified pre-owned,Peoria Nissan,AZ,SV,crossover
3GKALPEV8KL248144,"White,summit",2019,GMC,Terrain,"$23,130","61,782 Miles",Bedford,used,Hertz Car Sales Bedford,TX,SLT,suv
1FTFW1EG4GFB84452,White,2016,Ford,F-150,"$37,998","57,256 Miles",Puyallup,used,Larson Chrysler Jeep Dodge of Puyallup,WA,XLT,truck
KNAGT4L36J5203284,Snow White Pearl,2018,Kia,Optima,"$18,299","29,483 Miles",Montclair,used,IE Motors Direct,CA,LX,sedan
1C4RJEAG2LC245074,Red,2020,Jeep,Grand Cherokee,"$30,998","7,345 Miles",Davie,used,CarMax Ft. Lauderdale - Now offering Curbside Pickup and Home Delivery,FL,Laredo E,suv
WMWXP7C50K2A50463,Solaris Orange Metallic,2019,MINI,Hardtop 2 Door,"$26,499","19,984 Miles",Stafford,used,Texas Direct Auto,TX,Cooper S,hatchback
1C4RJFBG4JC336168,Black,2018,Jeep,Grand Cherokee,"$24,995","44,077 Miles",Roslyn Heights,used,Baron Auto Emporium,NY,Limited,suv
4S4BTAEC6L3200968,Silver,2020,Subaru,Outback,"$33,998","21,380 Miles",Virginia Beach,used,CarMax Virginia Beach - Now offering Curbside Pickup and Home Delivery,VA,Premium,crossover
1GCVKREC9JZ355852,Silver,2018,Chevrolet,Silverado 1500,"$31,899","61,010 Miles",Humble,used,Texan Buick GMC,TX,LT,truck
1N4AL3AP0JC164878,Blue,2018,Nissan,Altima,"$18,997","78,325 Miles",Jackson,used,Mac Haik Chrysler Dodge Jeep RAM- Jackson,MS,2.5 SV,sedan
1FM5K8GT1JGA50635,Gray,2018,Ford,Explorer,"$38,998","24,369 Miles",Naples,used,CarMax Naples - Now offering Curbside Pickup and Home Delivery,FL,Sport,suv
1C6SRFFTXKN555604,Diamond Black Crystal Pearlcoat,2019,Ram,Pickup 1500,"$42,200","28,123 Miles",Towson,used,Heritage Hyundai Towson,MD,Big Horn,truck
1FTFW1C6XCFB62072,Black,2012,Ford,F-150,"$31,826","85,721 Miles",Puyallup,used,Northwest Motorsport - Puyallup,WA,Harley-Davidson,truck
1GCVKSEJ4JZ198396,Brown,2018,Chevrolet,Silverado 1500,"$44,999","35,638 Miles",Boise,used,Northwest Motorsports - Boise,ID,LTZ,truck
WDDSJ4EB3FN274544,Mountain Grey Metallic,2015,Mercedes-Benz,CLA,"$23,999","31,331 Miles",Stafford,used,Texas Direct Auto,TX,CLA 250,sedan
JN1BJ1CP3HW008318,Magnetic Black,2017,Nissan,Rogue Sport,"$19,497","76,087 Miles",Chesapeake,used,Banister Nissan of Chesapeake,VA,SV,crossover
1G1ZD5STXJF112618,Mosaic Black Metallic,2018,Chevrolet,Malibu,"$18,999","32,990 Miles",Montebello,used,LA Auto Exchange,CA,LT,sedan
3GKALMEV4JL365958,Graphite Gray Metallic,2018,GMC,Terrain,"$23,139","30,119 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,SLE,suv
1C4PJMDX5KD412467,"White,bright",2019,Jeep,Cherokee,"$23,975","56,428 Miles",Hartford,used,Hertz Car Sales Hartford,CT,Limited,suv
5UXWX9C57D0A31903,Black,2013,BMW,X3,"$13,950","92,377 Miles",Sacramento,used,Shift Sacramento - Test Drives Delivered to You,CA,xDrive28i,suv
1G1FF1R70J0155320,Red Hot,2018,Chevrolet,Camaro,"$37,499","22,190 Miles",Stafford,used,Texas Direct Auto,TX,SS,coupe
1FMCU9J93JUA49346,Gold,2018,Ford,Escape,"$26,998","15,773 Miles",Wilmington,used,CarMax Wilmington - Now offering Curbside Pickup,NC,Titanium,suv
KM8R7DHE6NU361304,Gray,2022,Hyundai,Palisade,"$50,420",New,Chesapeake,new,Hall Hyundai Chesapeake,VA,Calligraphy,suv
5TFAZ5CN9GX018089,Gray,2016,Toyota,Tacoma,"$36,499","43,508 Miles",Puyallup,used,Northwest Motorsport - Puyallup,WA,TRD Sport,truck
1FTFW1RG9KFA11495,Black,2019,Ford,F-150,"$58,662","99,726 Miles",Austin,used,Covert Ford Lincoln-Austin,TX,Raptor,truck
1FTEW1EG9JFD85640,White,2018,Ford,F-150,"$55,996","39,589 Miles",Lynnwood,used,Northwest Motorsport - Snohomish,WA,Platinum,truck
1G1FB3DX5K0139131,White,2019,Chevrolet,Camaro,"$30,797","57,988 Miles",Moreno Valley,used,Moss Bros. Chevrolet,CA,LT,convertible
1C4RJFCT7FC795066,Red,2015,Jeep,Grand Cherokee,"$27,998","82,115 Miles",Nashville,used,CarMax Nashville - Now offering Curbside Pickup,TN,Overland,suv
1N4AL3AP2GC221980,Super Black,2016,Nissan,Altima,"$12,199","64,727 Miles",Santa Ana,used,California Motors Direct1,CA,2.5 S,sedan
1N6AD0ER3GN783857,Forged Copper,2016,Nissan,Frontier,"$17,929","128,192 Miles",Peoria,used,Peoria Nissan,AZ,SV,truck
3TMBZ5DN9KM017672,Black,2019,Toyota,Tacoma,"$34,200","20,159 Miles",Oceanside,used,Shift San Diego - Test Drives Delivered to You,CA,SR5 V6,truck
KNMAT2MTXHP526960,Magnetic Black,2017,Nissan,Rogue,"$16,499","84,071 Miles",Stafford,used,Texas Direct Auto,TX,SV,crossover
3PCAJ5M33KF110452,Graphite Shadow,2019,Infiniti,QX50,"$38,267","32,918 Miles",Suitland,used,Passport INFINITI of Suitland,MD,Essential,crossover
5FNYF6H59JB028922,Black,2018,Honda,Pilot,"$32,269","80,281 Miles",Kernersville,used,Parks Buick GMC Kernersville,NC,EX-L,suv
1C4HJXDG7KW608937,Black Clear Coat,2019,Jeep,Wrangler Unlimited,"$41,499","15,899 Miles",Stafford,used,Texas Direct Auto,TX,Sport,suv
1GKS1HKJ1GR145648,Silver,2016,GMC,Yukon XL,"$38,950","97,098 Miles",Commerce,used,Shift LA - Test Drives Delivered to You,CA,Denali,suv
WBA3V7C53EP770719,Blue,2014,BMW,4 Series,"$21,950","88,278 Miles",Commerce,used,Shift LA - Test Drives Delivered to You,CA,428i,convertible
1FA6P8CF8F5318731,Yellow,2015,Ford,Mustang,"$35,898","60,290 Miles",Tacoma,used,Sunset Auto Wholesale,WA,GT,coupe
58ABK1GG7JU083467,Matador Red Mica,2018,Lexus,ES 350,"$28,399","19,805 Miles",Englewood,used,Lexus of Englewood,NJ,Base,sedan
19UUB2F31FA020528,Bellanova White Pearl,2015,Acura,TLX,"$17,999","85,544 Miles",Santa Ana,used,California Motors Direct1,CA,V6,sedan
3VWDB7AJ0HM295554,Pure White,2017,Volkswagen,Jetta,"$15,999","48,003 Miles",Doral,used,Ambar Motors Inc,FL,1.4T SE,sedan
5N1AR2MN3GC602360,Gun Metallic,2016,Nissan,Pathfinder,"$19,994","59,308 Miles",Phoenix,used,Camelback Toyota,AZ,SV,suv
LRBFZNR47MD191285,Red,2021,Buick,Envision,"$40,888",New,San Antonio,new,Cavender Buick GMC West,TX,Essence,suv
1C6JJTBG3ML606322,Sarge Green Clearcoat,2021,Jeep,Gladiator,"$53,296",New,Harrisburg,new,Heritage Chrysler Dodge Jeep Ram Toyota of Harrisburg,PA,Rubicon,truck
3VV4B7AX2LM015120,Black,2020,Volkswagen,Tiguan,"$33,998","26,828 Miles",Littleton,used,CarMax South Broadway - Now offering Curbside Pickup and Home Delivery,CO,2.0T SEL Premium R-Line 4Motion,suv
1C4HJXFG0JW124040,Bright White Clear Coat,2018,Jeep,Wrangler Unlimited,"$47,999","29,995 Miles",Stafford,used,Texas Direct Auto,TX,Rubicon,suv
1FTEW1EGXJFA54386,Shadow Black,2018,Ford,F-150,"$38,998","41,114 Miles",Miami,used,Florida Fine Cars Miami,FL,XLT,truck
WP0AB2A77CL060284,BLUE,2012,Porsche,Panamera,"$28,885","118,162 Miles",Wilmington,used,Regency USA Inc,CA,4S,sedan
5LMCJ2C90JUL29221,Black,2018,Lincoln,MKC,"$26,739","28,796 Miles",Plano,used,EchoPark Automotive Dallas (Plano),TX,Select,suv
2T3YFREVXFW153063,Black,2015,Toyota,RAV4,"$22,998","58,450 Miles",Greenville,used,CarMax Greenville - Now offering Curbside Pickup,SC,Limited,suv
1N4AL3AP5HN357204,Gun Metallic,2017,Nissan,Altima,"$14,899","62,021 Miles",Azusa,used,California Motor Trend 2,CA,2.5 S,sedan
JM1GL1W58H1139829,Sonic Silver Metallic,2017,Mazda,Mazda6,"$23,378","46,912 Miles",Raleigh,used,Hanna Imports,NC,Grand Touring,sedan
WAUENAF41JA134273,Blue,2018,Audi,A4,"$32,998","34,780 Miles",Columbus,used,CarMax Columbus Sawmill - Now offering Curbside Pickup and Home Delivery,OH,2.0T quattro Premium Plus,sedan
1GKS1GKC5KR245191,White,2019,GMC,Yukon XL,"$50,998","45,648 Miles",Fort Myers,used,CarMax Ft. Myers - Now offering Curbside Pickup and Home Delivery,FL,SLT 1500,suv
WDDSJ4EB5FN186630,Cirrus White,2015,Mercedes-Benz,CLA,"$24,999","35,369 Miles",Stafford,used,Texas Direct Auto,TX,CLA 250,sedan
5TFAX5GN2KX156842,Super White,2019,Toyota,Tacoma,"$29,499","11,942 Miles",Stafford,used,Texas Direct Auto,TX,SR,truck
19XZE4F57KE010098,Crystal Black Pearl,2019,Honda,Insight,"$18,299","61,080 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,EX,sedan
KL4CJASB6KB882050,Black,2019,Buick,Encore,"$20,998","21,024 Miles",Kentwood,used,CarMax Grand Rapids (Kentwood) - Now offering Curbside Pickup,MI,Preferred,suv
JTJHY7AX0H4242577,Black Onyx,2017,Lexus,LX 570,"$66,998","52,731 Miles",Walnut Creek,used,M Sport Motors,CA,Base,suv
1C6SRFJT1KN787581,Black,2019,Ram,Pickup 1500,"$54,999","29,478 Miles",Missoula,used,Northwest Motorsport - Missoula,MT,Laramie,truck
1C6RRFFG9KN817954,Black,2019,Ram,Pickup 1500,"$38,499","29,186 Miles",North Lauderdale,used,Off Lease Only Broward,FL,Big Horn,truck
3N1AB7APXKY338388,"Silver,brilliant",2019,Nissan,Sentra,"$16,290","46,966 Miles",Lake In The Hills,used,Hertz Car Sales Crystal Lake,IL,S,sedan
1FMCU0J97KUA25564,Magnetic,2019,Ford,Escape,"$24,099","59,395 Miles",Colorado Springs,used,Hertz Car Sales Colorado Springs,CO,Titanium,suv
2C3CDXBG2MH632900,Hellraisin Exterior Paint,2021,Dodge,Charger,"$29,415",New,Houston,new,Mac Haik Chrysler Dodge Jeep RAM Energy Corridor,TX,SXT,sedan
KL4CJASB1KB946348,Summit White,2019,Buick,Encore,"$21,855","17,567 Miles",East Petersburg,used,Lancaster County Motors Subaru,PA,Preferred,suv
JF2GTACC7KH368053,Red,2019,Subaru,Crosstrek,"$25,998","23,948 Miles",Tulsa,used,CarMax Tulsa - Now offering Curbside Pickup,OK,2.0i Premium,crossover
1FT7W2BT0BEB08558,Black,2011,Ford,F-250 Super Duty,"$35,698","110,922 Miles",Millersburg,used,Chevrolet Buick GMC of Millersburg,OH,Lariat,truck
3C4NJDBB1KT650468,Gray,2019,Jeep,Compass,"$22,998","42,408 Miles",Columbus,used,CarMax Columbus Sawmill - Now offering Curbside Pickup and Home Delivery,OH,Latitude,suv
1C4HJXDG1LW143413,Granite Crystal Metallic Clearcoat,2020,Jeep,Wrangler Unlimited,"$38,499","17,889 Miles",Margate,used,Florida Fine Cars - Margate,FL,Sport,suv
1G1125S38JU133773,Black,2018,Chevrolet,Impala,"$22,097","62,369 Miles",Webster,used,Hertz Car Sales Webster,NY,Premier,sedan
1G11Z5SA9KU132241,Black,2019,Chevrolet,Impala,"$20,488","59,993 Miles",Tampa,used,Hertz Car Sales Tampa,FL,LT,sedan
5YJ3E1EB8KF425713,Solid Black,2019,Tesla,Model 3,"$49,999","40,562 Miles",Stafford,used,Texas Direct Auto,TX,Performance,sedan
4S4BRBCCXC3213262,Gray,2012,Subaru,Outback,"$13,950","112,566 Miles",Commerce,used,Shift LA - Test Drives Delivered to You,CA,2.5i Premium,crossover
2C3CDXHG6KH567389,White Knuckle Clearcoat,2019,Dodge,Charger,"$30,995","47,678 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,GT,sedan
5J6RE3H73AL017171,Blue,2010,Honda,CR-V,"$12,400","110,251 Miles",Oceanside,used,Shift San Diego - Test Drives Delivered to You,CA,EX-L,suv
2C3CDZC97GH274774,Ivory White Tri-Coat Pearl,2016,Dodge,Challenger,"$60,999","3,770 Miles",Stafford,used,Texas Direct Auto,TX,SRT Hellcat,coupe
4S3GKAA68J3609273,Crystal Black Silica,2018,Subaru,Impreza,"$17,799","25,385 Miles",Margate,used,Florida Fine Cars - Margate,FL,2.0i,sedan
5N1AZ2BS2LN103363,Cayenne Red Metallic,2020,Nissan,Murano,"$25,484","54,541 Miles",Charlotte,used,Hertz Car Sales Charlotte,NC,SV,suv
5UXKR6C59G0J80094,Black Sapphire Metallic,2016,BMW,X5,"$32,487","75,876 Miles",Chandler,used,Chapman BMW Chandler,AZ,xDrive50i,suv
2G11Z5SA8K9155586,Pepperdust,2019,Chevrolet,Impala,"$20,997","60,798 Miles",Winston Salem,used,Hertz Car Sales Winston-Salem,NC,LT,sedan
19XFC1F77GE204579,Blue,2016,Honda,Civic,"$19,600","20,934 Miles",Commerce,used,Shift LA - Test Drives Delivered to You,CA,EX-L,sedan
3LN6L5LUXJR628657,Blue Diamond Metallic,2018,Lincoln,MKZ Hybrid,"$29,990","18,262 Miles",Orland Park,used,Joe Rizza Ford Lincoln,IL,Select,sedan
5XYPG4A35KG524364,Blue,2019,Kia,Sorento,"$22,999","33,856 Miles",Stafford,used,Texas Direct Auto,TX,LX,suv
SADCL2BVXHA068616,Gray,2017,Jaguar,F-PACE,"$39,499","41,939 Miles",Stafford,used,Texas Direct Auto,TX,35t R-Sport,suv
1C4HJXDG8JW150176,Bright White Clearcoat,2018,Jeep,Wrangler Unlimited,"$35,995","10,634 Miles",Great Neck,used,Auto Expo,NY,Sport,suv
JF2GTANC4KH207057,Dark Gray Metallic,2019,Subaru,Crosstrek,"$25,699","29,382 Miles",West Palm Beach ,used,Florida Fine Cars West Palm Beach,FL,2.0i Limited,crossover
1C6RR6TT9KS571989,Red,2019,Ram,Pickup 1500 Classic,"$31,619","43,181 Miles",Grand Prairie,used,EchoPark Automotive Dallas (Grand Prairie),TX,Big Horn,truck
1N4BL4BV2LC100111,Brilliant Silver Metallic,2020,Nissan,Altima,"$19,588","24,326 Miles",Placentia,used,SC MOTORS,CA,2.5 S,sedan
3N1AB8DV1MY318906,Super Black,2021,Nissan,Sentra,"$25,640",New,Scottsdale,new,Pinnacle Nissan,AZ,SR,sedan
5YJ3E1EA7LF710010,White,2020,Tesla,Model 3,"$42,950","13,790 Miles",Commerce,used,Shift LA - Test Drives Delivered to You,CA,Standard Range Plus,sedan
1GKS2CKJ2FR161419,White,2015,GMC,Yukon,"$38,998","112,766 Miles",Tolleson,used,CarMax Phoenix-West Valley - Now offering Curbside Pickup,AZ,Denali,suv
5TFCZ5AN6GX002525,Silver,2016,Toyota,Tacoma,"$34,998","65,296 Miles",Pharr,used,CarMax Pharr - Now offering Curbside Pickup,TX,TRD Off-Road,truck
JTEBU5JR5H5462958,Super White,2017,Toyota,4Runner,"$35,213","68,733 Miles",Selma,used,"Gunn Chevrolet, Ltd.",TX,SR5,suv
YV4902DZ3E2556520,Black,2014,Volvo,XC60,"$20,950","56,381 Miles",South San Francisco,used,Shift SF - Test Drives Delivered to You,CA,T6 Platinum,suv
