vin,display_color,year,make,model,price,mileage,city,condition,dealer_name,state,trim,body_style
ZACNJBBB1LPL98635,White,2020,Jeep,Renegade,"$26,047","16,506 Miles",Indianola,certified pre-owned,Southtown Chrysler Dodge Jeep Ram,IA,Altitude,suv
3GNAXHEV4KL239227,Mosaic Black Metallic,2019,Chevrolet,Equinox,"$22,241","24,628 Miles",Downers Grove,used,CarLotz - Downers Grove,IL,LS,suv
2GNAXHEV3K6181485,Summit White,2019,Chevrolet,Equinox,"$18,999","54,336 Miles",Azusa,used,California Motor Trend 2,CA,LS,suv
2C4RC1BG3HR538627,Red,2017,Chrysler,Pacifica,"$21,240","99,835 Miles",Sandy,used,Ken Garff Hyundai Southtowne,UT,Touring-L,minivan
5XYPGDA54JG417743,Silver,2018,Kia,Sorento,"$25,998","29,355 Miles",Norcross,used,CarMax Norcross - Now offering Curbside Pickup and Home Delivery,GA,LX V6,suv
WDDHF8JB5GB223185,Blue,2016,Mercedes-Benz,E-Class,"$24,497","80,396 Miles",Brockton,used,Ocean Honda of Brockton,MA,E 350 4MATIC,sedan
1FTEW1EG9GFB62877,Ingot Silver Metallic,2016,Ford,F-150,"$30,455","136,692 Miles",Greer,used,Bradshaw Chevy Buick GMC Cadillac,SC,XL,truck
1GTR8CEK4MZ364306,Blue,2021,GMC,Sierra 1500,"$42,560",New,Humble,new,Texan Buick GMC,TX,Elevation,truck
1GNERGKW6LJ174859,Silver,2020,Chevrolet,Traverse,"$36,450","16,382 Miles",Commerce,used,Shift LA - Test Drives Delivered to You,CA,LT Cloth,suv
4T1K61AK2MU569732,Brown,2021,Toyota,Camry,"$34,998","4,972 Miles",Fort Myers,used,CarMax Ft. Myers - Now offering Curbside Pickup and Home Delivery,FL,XSE,sedan
WDDZF4KB0JA380373,Blue,2018,Mercedes-Benz,E-Class,"$40,998","18,133 Miles",Sicklerville,used,CarMax Turnersville - Now offering Curbside Pickup,NJ,E 300 4MATIC,sedan
WDDZF4KB5JA480744,Black,2018,Mercedes-Benz,E-Class,"$41,414","19,140 Miles",Nanuet,used,Mercedes-Benz of Nanuet,NY,E 300 4MATIC,sedan
5LM5J7XC7LGL21551,Silver Radiance Metallic,2020,Lincoln,Aviator,"$60,790","9,998 Miles",Orland Park,used,Joe Rizza Ford Lincoln,IL,Reserve,suv
JM3KFBEY3K0651361,Blue,2019,Mazda,CX-5,"$32,998","23,072 Miles",Louisville,used,CarMax Louisville - Now offering Curbside Pickup,KY,Signature,suv
