price,make,model,year,mileage,display_color,vin,dealer_name,state,trim,body_style,condition,city
18999,Chevrolet,Malibu,2020,35912 ,Red,1G1ZD5ST5LF012218,Off Lease Only Bradenton,FL,LT,sedan,used,Bradenton
28991,Ford,Escape,2020,21198 ,Oxford White,1FMCU0G64LUB23837,Cavender Toyota,TX,SE,suv,used,San Antonio
23466,Kia,Sorento,2020,59378 ,Imperial Blue,5XYPG4A51LG621550,Hertz Car Sales Warminster,PA,LX V6,suv,used,Warminster
37000,Honda,Pilot,2020,24129 ,Lunar Silver Metallic,5FNYF6H32LB043974,Hall Honda Virginia Beach,VA,EX,suv,used,Virginia Beach
86999,GMC,Sierra 3500HD,2020,12881 ,Blue,1GT49WEY8LF182010,Northwest Motorsport - Marysville,WA,Denali,truck,used,Marysville
37751,Volvo,S60,2020,17187 ,Pebble Gray Metallic,7JR102FL9LG073012,Volvo Cars Silver Spring,MD,T5 Inscription,sedan,used,Silver Spring
34400,Ford,Explorer,2020,11218 ,Oxford White,1FMSK7DH8LGB48030,Heritage Toyota Catonsville,MD,XLT,suv,used,Baltimore
24800,Hyundai,Ioniq Plugin Hybrid,2020,10686 ,Summit Gray Pearl,KMHC75LD4LU189829,Heritage Toyota Catonsville,MD,SEL,hatchback,used,Baltimore
30998,Jeep,Grand Cherokee,2020,7345 ,Red,1C4RJEAG2LC245074,CarMax Ft. Lauderdale - Now offering Curbside Pickup and Home Delivery,FL,Laredo E,suv,used,Davie
27476,Honda,Accord,2020,6193 ,Crystal Black Pearl,1HGCV1F38LA155904,Rydell Chevrolet Northridge,CA,Sport,sedan,used,Northridge
19868,Chevrolet,Malibu,2020,58952 ,Mosaic Black Metallic,1G1ZD5ST9LF040751,Hertz Car Sales Nashville,TN,LT,sedan,used,Nashville
33998,Subaru,Outback,2020,21380 ,Silver,4S4BTAEC6L3200968,CarMax Virginia Beach - Now offering Curbside Pickup and Home Delivery,VA,Premium,crossover,used,Virginia Beach
41988,Hyundai,Palisade,2020,8794 ,Hyper White,KM8R24HE7LU138006,Westcoast Auto Sales,CA,SEL,suv,used,Montclair
45499,Toyota,4Runner,2020,25100 ,White,JTEBU5JR6L5789782,Texas Direct Auto,TX,Venture Edition,suv,used,Stafford
41998,BMW,4 Series,2020,29430 ,Gray,WBA4W9C09LAG90037,CarMax Maple Shade - Now offering Curbside Pickup,NJ,440i xDrive,coupe,used,Maple Shade Township
17498,Kia,Soul,2020,30699 ,Inferno Red,KNDJ23AU6L7037891,Florida Fine Cars Miami,FL,LX,crossover,used,Miami
33998,Honda,Accord,2020,5484 ,Tan,1HGCV2F9XLA006209,CarMax Town Center - Now offering Curbside Pickup and Home Delivery,GA,Touring,sedan,used,Kennesaw
41999,Dodge,Durango,2020,23680 ,White,1C4RDJDG6LC258650,Northwest Motorsport - Spokane,WA,GT,suv,used,Spokane Valley
32499,Honda,Pilot,2020,27803 ,Blue,5FNYF6H38LB001714,Texas Direct Auto,TX,EX,suv,used,Stafford
25998,Ford,Fusion Hybrid,2020,32045 ,Black,3FA6P0RU0LR139597,CarMax Baton Rouge - Now offering Curbside Pickup and Home Delivery,LA,Titanium,sedan,used,Baton Rouge
34998,Mazda,MX5 Miata RF,2020,2310 ,Red,JM1NDAM77L0417398,CarMax Westborough - Now offering Curbside Pickup,MA,Grand Touring,convertible,used,Westborough
17725,Toyota,Corolla,2020,57481 ,"White,super",JTDEPRAE0LJ021722,Hertz Car Sales Jacksonville,FL,LE,sedan,used,Jacksonville
31587,Jeep,Grand Cherokee,2020,13522 ,Bright White Clearcoat,1C4RJEAGXLC365012,Commerce Mitsubishi,CA,Laredo,suv,used,Commerce
40998,Jeep,Grand Cherokee,2020,7127 ,Gray,1C4RJEAG8LC203198,CarMax Royal Palm Beach – Now offering Curbside Pickup & Home Delivery,FL,Altitude,suv,used,Royal Palm Beach
59999,Ford,F150,2020,16492 ,Black,1FTFW1E4XLKF22038,Northwest Motorsports - Boise,ID,Lariat,truck,used,Boise
25301,Jeep,Compass,2020,27315 ,Gray,3C4NJDCB7LT164635,Yark Chrysler Jeep Dodge Ram,OH,Limited,suv,certified pre-owned,Toledo
57647,Chevrolet,Silverado 1500,2020,14888 ,White,1GCPYFED2LZ371408,Imperial Chevrolet,MA,LT Trail Boss,truck,used,Mendon
30998,Toyota,Sienna,2020,39915 ,Silver,5TDKZ3DC1LS045728,CarMax Denton - Now offering Curbside Pickup and Home Delivery,TX,LE 8-Passenger,minivan,used,Denton
27977,Ford,Escape,2020,3683 ,Oxford White,1FMCU9F60LUA20405,Imperial Ford,MA,S,suv,used,Mendon
24588,Kia,Sorento,2020,54282 ,"Gray,gravity",5XYPG4A54LG611983,Hertz Car Sales Sanford,FL,LX V6,suv,used,Sanford
24998,Volkswagen,Passat,2020,10831 ,White,1VWSA7A35LC023524,CarMax Savannah - Now offering Curbside Pickup,GA,2.0T SE,sedan,used,Savannah
19884,Toyota,Corolla,2020,53829 ,"White,super",JTDEPRAE5LJ046003,Hertz Car Sales St. Louis,MO,LE,sedan,used,Florissant
90998,Lexus,LX 570,2020,4183 ,White,JTJDY7AX2L4314984,CarMax Buena Park - Now offering Curbside Pickup and Home Delivery,CA,Three-Row,suv,used,Buena Park
47997,Ram,1500,2020,8470 ,Diamond Black Crystal Pearlcoat,1C6SRFFT8LN364765,Southtowne Hyundai of Newnan,GA,Big Horn,truck,used,Newnan
49950,BMW,3 Series,2020,24712 ,White,WBA5U9C04LA380322,Ken Garff West Valley Ford,UT,M340i xDrive,sedan,used,West Valley City
42950,Tesla,Model 3,2020,13790 ,White,5YJ3E1EA7LF710010,Shift LA - Test Drives Delivered to You,CA,Standard Range Plus,sedan,used,Commerce
17778,Nissan,Versa,2020,9182 ,Electric Blue Metallic,3N1CN8BV5LL836306,Hertz Car Sales Nashville,TN,S,sedan,used,Nashville
41744,Jeep,Wrangler Unlimited,2020,13236 ,Bright White Clearcoat,1C4HJXDG0LW274672,Pines Ford Lincoln,FL,Freedom,suv,used,Pembroke Pines
19999,Toyota,Corolla,2020,18133 ,Barcelona Red Metallic,5YFEPRAE2LP141579,Fontana Motors Direct,CA,LE,sedan,used,Fontana
29849,Toyota,RAV4,2020,37828 ,Super White,2T3F1RFV5LC095784,Hertz Car Sales Billings,MT,LE,suv,used,Billings
42693,Ram,1500,2020,7231 ,White,1C6RREFT5LN346376,Northwest Chrysler Jeep Ram Dodge Ram,TX,Lone Star,truck,used,Houston
55505,Tesla,Model 3,2020,16599 ,Deep Blue Metallic,5YJ3E1EB0LF638317,Toyota of Olympia,WA,Long Range,sedan,used,Tumwater
39998,Hyundai,Palisade,2020,8541 ,Silver,KM8R34HE0LU163715,CarMax Kearny Mesa - Now offering Curbside Pickup and Home Delivery,CA,SEL,suv,used,San Diego
86999,GMC,Sierra 2500HD,2020,5317 ,Black,1GT49REY7LF285985,Northwest Motorsport - Snohomish,WA,Denali,truck,used,Lynnwood
41999,Ford,F150,2020,10715 ,White,1FTEW1E44LFB68764,Texas Direct Auto,TX,XLT,truck,used,Stafford
47990,Dodge,Durango,2020,17367 ,Pearl,1C4SDJCT2LC345798,Forest Lake Chrysler Dodge Jeep & Ram,MN,R/T,suv,used,Forest Lake
20600,Nissan,Sentra,2020,14867 ,Super Black,3N1AB8CV8LY207883,Heritage Chrysler Jeep Dodge Ram Parkville,MD,SV,sedan,used,Parkville
39499,Ford,F150,2020,16062 ,Blue,1FTEW1E42LKE03623,Texas Direct Auto,TX,XLT,truck,used,Stafford
29499,Kia,Sportage,2020,23272 ,Black Cherry,KNDPRCA66L7693841,Texas Direct Auto,TX,SX Turbo,suv,used,Stafford
25997,Nissan,Pathfinder,2020,40487 ,Glacier White,5N1DR2BN0LC580344,Avis Car Sales Orlando,FL,SV,suv,used,Orlando
28999,Subaru,Forester,2020,25618 ,Sepia Bronze Metallic,JF2SKAGC1LH577040,Texas Direct Auto,TX,Premium,crossover,used,Stafford
25994,Jeep,Cherokee,2020,11486 ,Velvet Red Pearlcoat,1C4PJLLBXLD543217,Clay Cooley Nissan-Duncanville,TX,Latitude Plus,suv,used,Dallas
42577,Jeep,Wrangler Unlimited,2020,7460 ,Teal,1C4HJXDG3LW210383,Jeep Chrysler Dodge of Ontario,CA,Sport,suv,certified pre-owned,Ontario
47000,Chevrolet,Silverado 1500,2020,455 ,Silver Ice Metallic,3GCPWCED8LG325411,McElveen Buick GMC,SC,LT,truck,used,Summerville
50499,Chevrolet,Silverado 1500,2020,14951 ,Silver,1GCPYFEDXLZ134570,Texas Direct Auto,TX,LT Trail Boss,truck,used,Stafford
57674,GMC,Sierra 1500,2020,19072 ,Carbon Black Metallic,1GTP9EED0LZ252778,Hartway Motors Chevrolet,NY,AT4,truck,used,Medina
84998,Land Rover,Range Rover Sport,2020,12255 ,Silver,SALWS2RU5LA712534,CarMax San Gabriel Valley/Duarte - Now offering Curbside Pickup and Home Delivery,CA,HST MHEV,suv,used,Duarte
30998,GMC,Terrain,2020,13303 ,Red,3GKALPEX8LL145633,CarMax Austin North - Now offering Curbside Pickup and Home Delivery,TX,SLT,suv,used,Austin
57950,Porsche,Macan,2020,5359 ,Blue,WP1AA2A52LLB10685,Shift LA - Test Drives Delivered to You,CA,Base,suv,used,Commerce
21889,Nissan,Rogue,2020,49466 ,Blue,5N1AT2MT9LC792949,EchoPark Automotive Dallas (Grand Prairie),TX,S,crossover,used,Grand Prairie
48999,Ram,1500,2020,13654 ,Delmonico Red Pearlcoat,1C6SRFFT8LN329336,Mac Haik Chrysler Dodge Jeep Ram-Madison,MS,Big Horn,truck,used,Madison
49734,Chevrolet,Silverado 1500,2020,27918 ,Blue,1GCUYDED6LZ169484,Northwest Motorsport - Missoula,MT,LT,truck,used,Missoula
39500,Dodge,Charger,2020,14854 ,Torred Clearcoat,2C3CDXCT7LH208316,Jerry Hunt SuperCenter,NC,R/T,sedan,used,Lexington
55999,Audi,SQ5,2020,20461 ,Blue,WA1B4AFYXL2045935,Texas Direct Auto,TX,3.0T quattro Premium Plus,suv,used,Stafford
46999,Ram,1500,2020,34580 ,Maximum Steel Metallic Clear Coat,1C6SRFFM5LN244723,Texas Direct Auto,TX,Big Horn,truck,used,Stafford
34998,Chevrolet,Traverse,2020,61798 ,Summit White,1GNEVHKW4LJ142252,Hertz Car Sales Oklahoma City,OK,LT Leather,suv,used,Warr Acres
44995,Mercedes-Benz,CClass,2020,10471 ,Black,W1KWJ8DB1LF981982,Automotive Avenues,NJ,C 300,coupe,used,Wall Township
21774,Ford,Fusion,2020,13189 ,Magnetic Metallic,3FA6P0HD6LR122708,Peterson Toyota Chrysler Jeep Dodge,NC,SE,sedan,used,Lumberton
38499,Jeep,Wrangler Unlimited,2020,17889 ,Granite Crystal Metallic Clearcoat,1C4HJXDG1LW143413,Florida Fine Cars - Margate,FL,Sport,suv,used,Margate
23500,Jeep,Cherokee,2020,13057 ,Diamond Black Crystal Pearl Coat,1C4PJLCB7LD553607,Hertz Car Sales Bell Road,AZ,Latitude,suv,used,Phoenix
64321,GMC,Sierra 1500,2020,4588 ,Black,1GTU9FEL9LZ225448,Beck & Masten Buick GMC North,TX,Denali,truck,used,Houston
42998,Honda,Odyssey,2020,10125 ,Brown,5FNRL6H76LB012758,CarMax Jacksonville NC - Now offering Curbside Pickup,NC,EX-L,minivan,used,Jacksonville
54379,Chevrolet,Silverado 1500,2020,9545 ,Black,3GCUYGEL6LG282280,Lokey Subaru Port Richey,FL,LTZ,truck,used,Port Richey
23688,Kia,Sportage,2020,15799 ,Clear White,KNDPM3AC5L7719950,Southfork Chrysler Dodge Jeep Ram,TX,LX,suv,used,Manvel
41500,Mercedes-Benz,CClass,2020,12929 ,Blue,WDDWF8EB7LR526472,Fishers Imports Northwest,IN,C 300 4MATIC,sedan,used,Indianapolis
36999,Volkswagen,Atlas Cross Sport,2020,11072 ,Platinum Gray Metallic,1V21E2CA4LC211905,Texas Direct Auto,TX,V6 SE 4Motion,suv,used,Stafford
43394,Kia,Telluride,2020,22256 ,Everlasting Silver,5XYP34HC3LG015747,Miami Lakes Automall,FL,EX,suv,certified pre-owned,Miami Lakes
23739,Ford,Fusion,2020,15089 ,Gray,3FA6P0HD7LR155023,EchoPark Automotive Houston (North Freeway),TX,SE,sedan,used,Houston
52999,GMC,Sierra 1500,2020,8888 ,Black,1GTU9CED0LZ166149,Northwest Motorsport - Puyallup,WA,Elevation,truck,used,Puyallup
20998,Toyota,Corolla,2020,17249 ,Gray,5YFDPRAE6LP008383,CarMax Norcross - Now offering Curbside Pickup and Home Delivery,GA,L,sedan,used,Norcross
39495,Honda,Pilot,2020,21378 ,White,5FNYF6H50LB053372,Ken Garff Nissan of Orem,UT,EX-L,suv,used,Orem
24470,Kia,Sorento,2020,55142 ,"Gray,everlasting",5XYPG4A56LG627182,Hertz Car Sales Crystal Lake,IL,LX V6,suv,used,Lake In The Hills
30073,Ford,Escape Hybrid,2020,10185 ,Blue,1FMCU0BZ2LUC00447,Moss Bros Chrysler Jeep Dodge Riverside,CA,SE Sport,suv,used,Riverside
45999,Jeep,Gladiator,2020,12351 ,Black,1C6HJTAG6LL121073,Texas Direct Auto,TX,Sport,truck,used,Stafford
20350,Ford,Fusion,2020,48923 ,Rapid Red Metallic Tinted Clearcoat,3FA6P0CD5LR154329,Tim Short Autoplex of Maysville,KY,SEL,sedan,used,Maysville
20951,Kia,Sorento,2020,43705 ,Gravity Gray,5XYPG4A50LG613052,Avis Car Sales - Morrow,GA,LX V6,suv,used,Morrow
39589,Chrysler,Pacifica,2020,33975 ,Blue,2C4RC1GG1LR250056,EchoPark Automotive Denver (Thornton),CO,Limited,minivan,used,Denver
26998,Kia,Optima,2020,6046 ,Red,5XXGW4L26LG441121,CarMax Danvers - Now offering Curbside Pickup,MA,SX Turbo,sedan,used,Danvers
65950,Mercedes-Benz,GLC,2020,11086 ,Brilliant Blue Metallic,WDC0G6EB6LF729561,eCarOne,TX,AMG GLC 43,suv,used,Hurst
32955,Chevrolet,Traverse,2020,31503 ,Satin Steel Metallic,1GNERFKW9LJ289983,Starling Chevrolet Deland,FL,LS,suv,certified pre-owned,Deland
19588,Kia,Soul,2020,23993 ,Snow White Pearl,KNDJ63AU3L7081223,SC MOTORS,CA,GT-Line,crossover,used,Placentia
25484,Nissan,Murano,2020,54541 ,Cayenne Red Metallic,5N1AZ2BS2LN103363,Hertz Car Sales Charlotte,NC,SV,suv,used,Charlotte
51999,Jeep,Gladiator,2020,21397 ,Sting-Gray Clear Coat,1C6JJTBG4LL162057,Texas Direct Auto,TX,Rubicon,truck,used,Stafford
33499,Infiniti,QX60,2020,23160 ,Hermosa Blue,5N1DL0MM2LC531057,Florida Fine Cars Miami,FL,Pure,suv,used,Miami
72499,BMW,5 Series,2020,2770 ,Alpine White,WBAJS7C00LCD23678,Texas Direct Auto,TX,M550i xDrive,sedan,used,Stafford
35499,Ford,F150,2020,23393 ,Velocity Blue,1FTEW1EP0LKD17902,Texas Direct Auto,TX,XL,truck,used,Stafford
49897,Hyundai,Palisade,2020,7948 ,Becketts Black,KM8R5DHE0LU070686,Lee Johnson Auto Family,WA,Limited,suv,used,Kirkland
16699,Nissan,Versa,2020,36256 ,Gun Metallic,3N1CN8DV1LL873012,California Motors Direct1,CA,S,sedan,used,Santa Ana
28990,Chevrolet,Equinox,2020,23263 ,Summit White,2GNAXPEXXL6151381,Autoline Preowned,FL,Premier,suv,used,Atlantic Beach
17299,Kia,Soul,2020,40614 ,Cherry Black,KNDJ23AU0L7004711,Florida Fine Cars West Palm Beach,FL,LX,crossover,used,West Palm Beach 
29479,Honda,Accord,2020,15696 ,Platinum White Pearl,1HGCV1F41LA139178,Camelback Toyota,AZ,EX,sedan,used,Phoenix
25695,Kia,Sportage,2020,23057 ,Snow White Pearl,KNDPNCAC1L7645942,Forest Lake Chrysler Dodge Jeep & Ram,MN,EX,suv,used,Forest Lake
55998,Chevrolet,Tahoe,2020,19456 ,Gray,1GNSCBKC7LR138466,CarMax Loveland - Now offering Curbside Pickup and Home Delivery,CO,LT,suv,used,Loveland
73998,GMC,Yukon,2020,9308 ,Black,1GKS1CKJ5LR162515,CarMax Burbank - Now offering Curbside Pickup and Home Delivery,CA,Denali,suv,used,Burbank
32990,Mercedes-Benz,AClass,2020,27562 ,Night Black,W1K3G4EB7LJ200131,Bomnin Chevrolet Dadeland,FL,A 220,sedan,used,Miami
22989,Toyota,CHR,2020,20740 ,Silver,JTNKHMBX7L1076392,EchoPark Tampa,FL,LE,crossover,used,Tampa
20982,Toyota,Camry,2020,34842 ,White,4T1C11AK7LU925870,Harbin Automotive,AL,LE,sedan,used,Scottsboro
38999,Lexus,IS 350,2020,10184 ,Ultra White,JTHGZ1B24L5035851,Fontana Motors Direct,CA,Base,sedan,used,Fontana
40999,Mercedes-Benz,CLA,2020,20247 ,Red,WDD5J4GB9LN036686,Texas Direct Auto,TX,CLA 250,sedan,used,Stafford
41950,Volvo,XC40,2020,10456 ,Black,YV4162UL2L2226274,Shift SF - Test Drives Delivered to You,CA,T5 Inscription,suv,used,South San Francisco
21199,Chevrolet,Malibu,2020,58693 ,Black,1G1ZD5ST5LF054209,Hertz Car Sales Denver,CO,LT,sedan,used,Englewood
39987,Ram,1500,2020,88116 ,Flame Red Clearcoat,1C6SRFLT3LN136175,Dan Cummins Chevrolet Buick,KY,Rebel,truck,used,Paris
25697,Nissan,Pathfinder,2020,42699 ,Glacier White,5N1DR2BN9LC585803,Avis Car Sales Fort Myers,FL,SV,suv,used,Fort Myers
47981,Ford,F150,2020,42842 ,White,1FTEW1E44LKD34885,Ken Garff Chevrolet,UT,Lariat,truck,used,American Fork
44988,Chevrolet,Silverado 1500,2020,15977 ,Shadow Gray Metallic,3GCPYCEF1LG445319,Parkway Family Mazda,TX,Custom Trail Boss,truck,used,Kingwood
46998,Chevrolet,Tahoe,2020,54519 ,Blue,1GNSCBKC9LR158976,CarMax Cincinnati - Now offering Curbside Pickup,OH,LT,suv,used,Cincinnati
33999,Cadillac,XT4,2020,30736 ,Stellar Black Metallic,1GYFZDR41LF058787,Classic Cadillac,OH,Premium Luxury,crossover,certified pre-owned,Mentor
75998,Chevrolet,Silverado 2500HD,2020,16993 ,Red Hot,1GC4YPEY6LF159298,Larson Chrysler Jeep Dodge of Puyallup,WA,LTZ,truck,used,Puyallup
48984,Land Rover,Discovery Sport,2020,9182 ,Red,SALCP2FX3LH867321,Jaguar Land Rover Downtown Salt Lake City,UT,P250 SE,suv,used,Salt Lake City
28988,Toyota,Camry,2020,6676 ,Celestial Silver Metallic,4T1G11AK9LU935706,Cloninger Ford Toyota,NC,SE,sedan,used,Salisbury
20319,Ford,EcoSport,2020,47407 ,Gray,MAJ6S3JL7LC350183,EchoPark Automotive Charlotte,NC,SES,crossover,used,Charlotte
27998,Hyundai,Sonata,2020,14515 ,Blue,5NPEJ4J24LH011696,CarMax North Shore - Now offering Curbside Pickup,LA,SEL Plus,sedan,used,Covington
28998,Acura,TLX,2020,33253 ,Gray,19UUB1F37LA002699,CarMax Birmingham - Now offering Curbside Pickup,AL,Base,sedan,used,Hoover
42999,Ram,1500,2020,22836 ,Black,1C6SRFFT4LN184876,Off Lease Only Orlando,FL,Big Horn,truck,used,Orlando
17999,Honda,Fit,2020,18493 ,Black,3HGGK5H46LM709807,Texas Direct Auto,TX,LX,hatchback,used,Stafford
44987,Toyota,Highlander,2020,15502 ,Gray,5TDFZRBH0LS043567,Dan Cummins Chevrolet Buick,KY,Platinum,suv,used,Paris
22451,Subaru,Impreza,2020,6255 ,Crystal Black Silica,4S3GTAV61L3729054,Pacific Honda,CA,Premium,wagon,used,San Diego
93998,Lexus,LX 570,2020,3172 ,Silver,JTJDY7AX3L4315450,CarMax Torrance - Now offering Curbside Pickup and Home Delivery,CA,Three-Row,suv,used,Torrance
47999,Ford,F150,2020,14914 ,White,1FTEW1E42LKD99055,Northwest Motorsport - Puyallup,WA,XLT,truck,used,Puyallup
37961,Honda,Passport,2020,9835 ,Silver,5FNYF8H90LB005918,Schomp Honda,CO,Touring,suv,certified pre-owned,Highlands Ranch
43997,Chevrolet,Silverado 1500,2020,10493 ,Satin Steel Metallic,1GCUYBEF9LZ369152,"Young Chevrolet, Inc.",TX,Custom,truck,used,Dallas
32998,Jeep,Grand Cherokee,2020,21488 ,White,1C4RJFAG2LC148608,CarMax Colorado Springs - Now offering Curbside Pickup and Home Delivery,CO,Laredo E,suv,used,Colorado Springs
40600,Tesla,Model 3,2020,25402 ,Blue,5YJ3E1EA5LF739747,Shift Sacramento - Test Drives Delivered to You,CA,Standard Range Plus,sedan,used,Sacramento
49999,Dodge,Durango,2020,25628 ,Black,1C4SDJCT7LC229044,Northwest Motorsport - Snohomish,WA,R/T,suv,used,Lynnwood
39800,Hyundai,Palisade,2020,21828 ,Becketts Black,KM8R24HE6LU035059,Chula Vista Honda,CA,SEL,suv,used,Chula Vista
20999,Hyundai,Elantra,2020,2514 ,Black,5NPD84LF3LH563570,Off Lease Only Orlando,FL,Limited,sedan,used,Orlando
32998,Chevrolet,Colorado,2020,4023 ,White,1GCGSBEN4L1246668,CarMax Henderson - Now offering Curbside Pickup and Home Delivery,NV,Work Truck,truck,used,Henderson
59499,Ford,F150,2020,11131 ,Black,1FTEW1E40LFB93404,Northwest Motorsport - Missoula,MT,Lariat,truck,used,Missoula
24499,Honda,Accord,2020,22833 ,Lunar Silver Metallic,1HGCV1F15LA042247,Texas Direct Auto,TX,LX,sedan,used,Stafford
22549,Nissan,Kicks,2020,14786 ,Gun Metallic,3N1CP5CV3LL535945,Don Franklin Auto Mall Lexington,KY,SV,crossover,used,Lexington
20882,Volkswagen,Jetta,2020,34642 ,Pure White,3VWCB7BU4LM002476,Mac Haik Ford Jackson,MS,1.4T S ULEV,sedan,used,Jackson
25995,Honda,Civic,2020,33123 ,Platinum White Pearl,SHHFK7H47LU401019,Frank Subaru,CA,Sport,hatchback,used,National City
134800,Porsche,911,2020,7561 ,White,WP0AB2A90LS227057,Deluxe Auto Sales of Linden,NJ,Carrera S,coupe,used,Linden
43999,Jeep,Wrangler Unlimited,2020,20055 ,Sting-Gray Clear Coat,1C4HJXDG4LW241089,Texas Direct Auto,TX,Altitude,suv,used,Stafford
19999,Ford,EcoSport,2020,21564 ,Lightning Blue,MAJ6S3FL0LC312741,Texas Direct Auto,TX,S,crossover,used,Stafford
39998,Jeep,Wrangler Unlimited,2020,7247 ,White,1C4HJXDN1LW300761,CarMax Boise (Meridian) - Now offering Curbside Pickup,ID,Sport,suv,used,Meridian
43999,Toyota,Tundra,2020,27353 ,Magnetic Grey Metallic,5TFDY5F19LX898889,Florida Fine Cars West Palm Beach,FL,SR5,truck,used,West Palm Beach 
35998,Ford,Explorer,2020,22908 ,Silver,1FMSK7DH9LGC41266,CarMax Columbus - Now offering Curbside Pickup,GA,XLT,suv,used,Columbus
52999,Chevrolet,Silverado 1500,2020,14035 ,Black,1GCUYDED4LZ191628,Northwest Motorsport - Missoula,MT,LT,truck,used,Missoula
36499,Hyundai,Santa Fe,2020,4793 ,Earthy Bronze,5NMS5CAD2LH179479,Texas Direct Auto,TX,Limited,suv,used,Stafford
30428,Nissan,Frontier,2020,9419 ,Gun Metallic,1N6ED0EA3LN700594,Peoria Nissan,AZ,SV,truck,certified pre-owned,Peoria
22899,Nissan,Altima,2020,16611 ,Super Black,1N4BL4BV6LC121477,California Motors Direct1,CA,2.5 S,sedan,used,Santa Ana
45000,Kia,Stinger,2020,21392 ,Snow White Pearl,KNAE55LC4L6073378,Roger Beasley Mazda Central,TX,GT2,sedan,used,Austin
47999,Ford,F150,2020,16041 ,White,1FTFW1E54LFA30879,Northwest Motorsport - Pasco,WA,XLT,truck,used,Pasco
43998,Lexus,RX 350,2020,16626 ,Gray,2T2AZMAA7LC159869,CarMax Kearny Mesa - Now offering Curbside Pickup and Home Delivery,CA,Base,suv,used,San Diego
44999,Ford,F150,2020,13788 ,Silver,1FTEW1E58LFA00473,Northwest Motorsport - Puyallup,WA,XLT,truck,used,Puyallup
55955,Lincoln,Aviator,2020,10162 ,Black,5LM5J7XC0LGL24291,Huntley Ford,IL,Reserve,suv,used,Huntley
48995,BMW,3 Series,2020,6459 ,Mineral Grey Metallic,WBA5U7C07LFH50348,Sunwise Fairfield Pre-Owned Superstore,CA,M340i,sedan,used,Fairfield
38342,Nissan,Armada,2020,41412 ,Hermosa Blue Pearl,JN8AY2NC0L9615423,Chapman Chrysler Jeep,NV,SV,suv,used,Henderson
43998,Toyota,Tacoma,2020,8736 ,Black,3TMCZ5AN4LM313077,CarMax Independence - Now offering Curbside Pickup,MO,TRD Off-Road,truck,used,Independence
58105,Infiniti,QX80,2020,36610 ,Gray,JN8AZ2NE8L9254828,Jim Butler Chevrolet,MO,Luxe,suv,used,Fenton
27998,Mazda,CX5,2020,42117 ,Gray,JM3KFBDM3L1736775,CarMax Buena Park - Now offering Curbside Pickup and Home Delivery,CA,Grand Touring,suv,used,Buena Park
43999,Jeep,Gladiator,2020,32061 ,Gator Clearcoat,1C6HJTAG7LL201451,Florida Fine Cars Miami,FL,Sport,truck,used,Miami
43988,Ford,F150,2020,8516 ,Agate Black Metallic,1FTEW1E55LFC47045,St. Charles Chrysler Dodge Jeep Ram,IL,XLT,truck,used,St Charles
49998,Nissan,Titan,2020,1190 ,Gray,1N6AA1ED0LN503888,CarMax Boise (Meridian) - Now offering Curbside Pickup,ID,SL,truck,used,Meridian
28998,Hyundai,Tucson,2020,3489 ,Red,KM8J3CAL9LU116439,CarMax Golden - Now offering Curbside Pickup and Home Delivery,CO,Sport,suv,used,Golden
31597,Chrysler,Pacifica,2020,43057 ,Brilliant Black Crystal Pearlcoat,2C4RC1BG8LR133436,Avis Car Sales San Diego,CA,Touring L,minivan,used,San Diego
36950,Toyota,Tacoma,2020,16972 ,Black,3TMCZ5AN9LM293814,Shift SF - Test Drives Delivered to You,CA,SR V6,truck,used,South San Francisco
41998,Lexus,IS 300,2020,7210 ,Blue,JTHG81F21L5042091,CarMax Harrisonburg - Now offering Curbside Pickup,VA,Base,sedan,used,Harrisonburg
42977,GMC,Sierra 1500,2020,12037 ,Black,1GTP9AEK6LZ238651,Imperial Chevrolet,MA,Base,truck,used,Mendon
36333,Honda,Odyssey,2020,36671 ,Black,5FNRL6H70LB027286,STG Auto Group of Bellflower,CA,EX-L,minivan,used,Bellflower
47987,Toyota,Highlander,2020,5714 ,Blizzard Pearl,5TDFZRAH1LS027914,Camelback Toyota,AZ,Platinum,suv,certified pre-owned,Phoenix
19871,Dodge,Journey,2020,46131 ,Granite Pearlcoat,3C4PDCGBXLT201102,Avis Car Sales - San Antonio,TX,Crossroad,suv,used,Live Oak
58999,Toyota,Tundra,2020,22739 ,Black,5TFDY5F11LX887563,Northwest Motorsport - Puyallup,WA,SR5,truck,used,Puyallup
25341,Chevrolet,Impala,2020,56828 ,Silver Ice,1G1105S33LU110670,Hertz Car Sales Jacksonville,FL,Premier,sedan,used,Jacksonville
32998,Dodge,Challenger,2020,5619 ,Red,2C3CDZJG1LH254077,CarMax Buena Park - Now offering Curbside Pickup and Home Delivery,CA,GT,coupe,used,Buena Park
43500,Hyundai,Palisade,2020,16381 ,Moonlight Cloud,KM8R24HE5LU155144,Star Chevrolet Company,MS,SEL,suv,used,Wiggins
35275,Dodge,Challenger,2020,0,Torred Clearcoat,2C3CDZJG7LH254102,Russell Westbrook Chrysler Dodge Jeep Ram of Van Nuys,CA,GT,coupe,new,Van Nuys
25763,Toyota,Camry,2020,8276 ,Celestial Silver Metallic,4T1C11AK2LU385263,Kings Toyota,OH,LE,sedan,certified pre-owned,Cincinnati
20995,Toyota,Corolla,2020,37642 ,Classic Silver Metallic,JTDEPRAE3LJ084149,Hertz Car Sales Memphis,TN,LE,sedan,used,Memphis
